species,culmen_length_mm,culmen_depth_mm,flipper_length_mm,body_mass_g,SEX_MALE,SEX_FEMALE,island_Dream,island_Biscoe,island_Torgersen
0,-0.9911732398647002,-0.07082858970756724,-0.9185545855125696,-1.61351859685757,1.0,0.0,0.0,0.0,1.0
0,-0.7889932888177161,0.28442976969180184,-0.5649654684159372,-1.2443924150625003,1.0,0.0,1.0,0.0,0.0
1,1.8944860614422496,-0.7305941143063965,2.122311821518469,1.7701380695972355,0.0,1.0,1.0,0.0,0.0
0,-0.5316733511215552,0.5381857406913515,-0.6356832918352636,-0.19853489997646948,0.0,1.0,1.0,0.0,0.0
2,1.0306262706051377,0.5381857406913515,-0.5649654684159372,-0.5369005666219501,0.0,1.0,0.0,1.0,0.0
0,-1.542573106356474,0.18292738129198235,-0.7064011152545902,-1.2751529302120894,1.0,0.0,0.0,1.0,0.0
0,-0.5316733511215552,0.9441952942906312,-1.3428615260285286,-0.967547778716198,0.0,1.0,0.0,1.0,0.0
0,0.01972651537021879,1.2994536536900003,-0.3528119981579577,0.23211231211777852,0.0,1.0,0.0,1.0,0.0
0,-1.3036331642100392,0.7411905174909922,-0.8478367620932431,-0.8752662332674306,1.0,0.0,0.0,1.0,0.0
1,0.22190646641720285,-1.6948668041046844,0.9908266468092454,0.6627595242120266,1.0,0.0,1.0,0.0,0.0
0,-0.4949133600221044,2.0099703724887403,-0.42352982157728425,0.23211231211777852,0.0,1.0,1.0,0.0,0.0
1,0.20352647086747677,-1.3396084447053154,0.9908266468092454,0.970364675707918,1.0,0.0,1.0,0.0,0.0
2,0.9754862839559596,1.4009560420898197,0.14221276577732764,-0.19853489997646948,0.0,1.0,0.0,1.0,0.0
0,-1.432293133058119,-0.5275893375067559,-0.989272408931896,-0.8137452029682523,1.0,0.0,0.0,0.0,1.0
0,-1.1198332087127814,0.7411905174909922,-2.0500397602217935,-1.3059134453616785,1.0,0.0,1.0,0.0,0.0
2,-0.09055345792813627,0.48743454649144263,0.07149494235800115,-0.9983082938657871,1.0,0.0,0.0,1.0,0.0
0,-1.0646932220636032,0.48743454649144263,-1.1307080557705491,-0.32157696057482604,0.0,1.0,1.0,0.0,0.0
1,0.7549263373592507,-1.0351012795058558,0.5665197062932865,1.5855749786997007,0.0,1.0,1.0,0.0,0.0
1,0.8284463195581537,-1.0858524737057658,1.2736979404865514,0.7858015848103831,1.0,0.0,1.0,0.0,0.0
0,-0.20083343122649133,0.233678575491893,-0.3528119981579577,0.6012384939128482,0.0,1.0,0.0,0.0,1.0
0,-1.6344730841051032,1.1472000710902701,-0.5649654684159372,-0.013971809078934614,0.0,1.0,0.0,0.0,1.0
1,1.3063262038510248,-0.42608694910693634,1.3444157639058778,2.2007852816914837,0.0,1.0,1.0,0.0,0.0
1,0.6446463640608957,-1.4918620273050454,0.5665197062932865,0.47819643331449163,1.0,0.0,1.0,0.0,0.0
0,0.3321864397155566,0.8934441000907205,-0.28209417473863124,-0.0754928393781129,0.0,1.0,0.0,0.0,1.0
1,-0.1273134490275884,-1.8978715809043243,0.5665197062932865,0.23211231211777852,1.0,0.0,1.0,0.0,0.0
0,-1.3955331419586683,-0.07082858970756724,-0.42352982157728425,-1.0905898393145546,1.0,0.0,0.0,1.0,0.0
0,-0.6235733288701841,0.030673798692252237,-0.989272408931896,-0.9060267484170197,0.0,1.0,0.0,1.0,0.0
2,0.2954264486161058,1.1472000710902701,-0.4942476449966107,-0.8445057181178415,1.0,0.0,0.0,1.0,0.0
0,-1.1382132042625073,-0.020077395507656602,-1.0599902323512225,-1.1213503544641437,0.0,1.0,0.0,0.0,1.0
0,-1.4874331197072972,-0.2738333665072062,-0.7771189386739167,-1.4289555059600352,1.0,0.0,0.0,0.0,1.0
0,0.2954264486161058,1.6039608188894605,-0.7064011152545902,0.47819643331449163,0.0,1.0,1.0,0.0,0.0
1,0.22190646641720285,-0.679842920106486,0.9908266468092454,1.3394908575029876,0.0,1.0,1.0,0.0,0.0
0,-0.6787133155193623,0.6904393232910816,-0.3528119981579577,0.17059128181860023,0.0,1.0,0.0,1.0,0.0
2,1.2879462083012987,0.8426929058908117,0.14221276577732764,-0.13701386967729118,0.0,1.0,0.0,1.0,0.0
1,1.1041462528040407,-0.42608694910693634,2.0515939980991424,1.831659099896414,0.0,1.0,1.0,0.0,0.0
0,-1.3955331419586683,-0.020077395507656602,-1.2014258791898755,-1.6750396271567483,1.0,0.0,1.0,0.0,0.0
